region_uid,region_name,year,NAICS6,NAICSD,defence_type,total_sales_M,sales_bucket,n_firms,avg_employees,total_jobs,lq_sales,lq_firms,lq_jobs,suppressed
447,Drummondville,2018,331110,Iron & Steel Mills & Ferroalloy Manufacturing,secondary,60.367,>=$5M,6,8.8,53.0,1.33,2.987,1.501,False
835,Edmonton,2018,331110,Iron & Steel Mills & Ferroalloy Manufacturing,secondary,444.21,>=$5M,15,26.0,390.0,0.909,0.632,0.941,False
335,Edmundston,2018,331110,Iron & Steel Mills & Ferroalloy Manufacturing,secondary,,>=$5M,<2,,,,,,True
320,Fredericton,2018,331110,Iron & Steel Mills & Ferroalloy Manufacturing,secondary,,>=$5M,<2,,,,,,True
450,Granby,2018,331110,Iron & Steel Mills & Ferroalloy Manufacturing,secondary,67.201,>=$5M,6,9.8,59.0,1.754,3.357,2.159,False
850,Grande Prairie,2018,331110,Iron & Steel Mills & Ferroalloy Manufacturing,secondary,159.46,>=$5M,3,46.7,140.0,4.235,1.607,4.496,False
580,Greater Sudbury / Grand Sudbury,2018,331110,Iron & Steel Mills & Ferroalloy Manufacturing,secondary,58.089,>=$5M,2,25.5,51.0,1.058,0.667,1.024,False
550,Guelph,2018,331110,Iron & Steel Mills & Ferroalloy Manufacturing,secondary,122.632,>=$5M,4,32.0,128.0,2.336,1.637,2.82,False
205,Halifax,2018,331110,Iron & Steel Mills & Ferroalloy Manufacturing,secondary,21.641,>=$5M,4,4.8,19.0,0.126,0.432,0.102,False
537,Hamilton,2018,331110,Iron & Steel Mills & Ferroalloy Manufacturing,secondary,901.126,>=$5M,20,40.1,802.0,4.251,1.744,4.004,False
533,Ingersoll,2018,331110,Iron & Steel Mills & Ferroalloy Manufacturing,secondary,,>=$5M,<2,,,,,,True
456,Joliette,2018,331110,Iron & Steel Mills & Ferroalloy Manufacturing,secondary,25.058,>=$5M,2,11.0,22.0,1.533,1.621,1.28,False
925,Kamloops,2018,331110,Iron & Steel Mills & Ferroalloy Manufacturing,secondary,,>=$5M,<2,,,,,,True
598,Kenora,2018,331110,Iron & Steel Mills & Ferroalloy Manufacturing,secondary,,<$5M,<2,,,,,,True
521,Kingston,2018,331110,Iron & Steel Mills & Ferroalloy Manufacturing,secondary,,<$5M,<2,,,,,,True
541,Kitchener - Cambridge - Waterloo,2018,331110,Iron & Steel Mills & Ferroalloy Manufacturing,secondary,465.094,>=$5M,5,91.8,459.0,2.002,0.568,2.692,False
468,Lachute,2018,331110,Iron & Steel Mills & Ferroalloy Manufacturing,secondary,,<$5M,<2,,,,,,True
840,Lloydminster (Alberta part / partie de l'Alberta),2018,331110,Iron & Steel Mills & Ferroalloy Manufacturing,secondary,115.039,>=$5M,6,16.8,101.0,9.011,9.759,10.588,False
840,Lloydminster (Alberta part / partie de l'Alberta),2018,331110,Iron & Steel Mills & Ferroalloy Manufacturing,secondary,115.039,>=$5M,6,16.8,101.0,16.245,21.665,17.242,False
555,London,2018,331110,Iron & Steel Mills & Ferroalloy Manufacturing,secondary,3.224,<$5M,2,1.5,3.0,0.019,0.244,0.017,False
403,Matane,2018,331110,Iron & Steel Mills & Ferroalloy Manufacturing,secondary,,>=$5M,<2,,,,,,True
805,Medicine Hat,2018,331110,Iron & Steel Mills & Ferroalloy Manufacturing,secondary,71.757,>=$5M,4,15.8,63.0,2.329,2.239,2.234,False
329,Miramichi,2018,331110,Iron & Steel Mills & Ferroalloy Manufacturing,secondary,28.475,>=$5M,2,12.5,25.0,3.402,3.789,2.948,False
462,Montréal,2018,331110,Iron & Steel Mills & Ferroalloy Manufacturing,secondary,1725.262,>=$5M,117,13.1,1532.0,1.126,1.606,1.188,False
938,Nanaimo,2018,331110,Iron & Steel Mills & Ferroalloy Manufacturing,secondary,,>=$5M,<2,,,,,,True
547,Norfolk,2018,331110,Iron & Steel Mills & Ferroalloy Manufacturing,secondary,,>=$5M,<2,,,,,,True
735,North Battleford,2018,331110,Iron & Steel Mills & Ferroalloy Manufacturing,secondary,,<$5M,<2,,,,,,True
569,Orillia,2018,331110,Iron & Steel Mills & Ferroalloy Manufacturing,secondary,,>=$5M,<2,,,,,,True
532,Oshawa,2018,331110,Iron & Steel Mills & Ferroalloy Manufacturing,secondary,586.585,>=$5M,2,257.5,515.0,8.883,0.484,7.769,False
505,Ottawa - Gatineau (Ontario part / partie de l'Ontario),2018,331110,Iron & Steel Mills & Ferroalloy Manufacturing,secondary,135.041,>=$5M,14,8.9,125.0,0.473,0.886,0.394,False
505,Ottawa - Gatineau (Ontario part / partie de l'Ontario),2018,331110,Iron & Steel Mills & Ferroalloy Manufacturing,secondary,135.041,>=$5M,14,8.9,125.0,1.711,2.841,1.359,False
505,Ottawa - Gatineau (partie du Québec / Quebec part),2018,331110,Iron & Steel Mills & Ferroalloy Manufacturing,secondary,30.753,>=$5M,5,5.4,27.0,0.108,0.316,0.085,False
505,Ottawa - Gatineau (partie du Québec / Quebec part),2018,331110,Iron & Steel Mills & Ferroalloy Manufacturing,secondary,30.753,>=$5M,5,5.4,27.0,0.39,1.015,0.293,False
566,Owen Sound,2018,331110,Iron & Steel Mills & Ferroalloy Manufacturing,secondary,,>=$5M,<2,,,,,,True
515,Pembroke,2018,331110,Iron & Steel Mills & Ferroalloy Manufacturing,secondary,,>=$5M,<2,,,,,,True
940,Port Alberni,2018,331110,Iron & Steel Mills & Ferroalloy Manufacturing,secondary,,<$5M,<2,,,,,,True
745,Prince Albert,2018,331110,Iron & Steel Mills & Ferroalloy Manufacturing,secondary,,<$5M,<2,,,,,,True
421,Québec,2018,331110,Iron & Steel Mills & Ferroalloy Manufacturing,secondary,703.902,>=$5M,27,22.9,618.0,2.68,2.071,2.454,False
830,Red Deer,2018,331110,Iron & Steel Mills & Ferroalloy Manufacturing,secondary,50.116,>=$5M,3,14.7,44.0,1.194,1.263,1.152,False
705,Regina,2018,331110,Iron & Steel Mills & Ferroalloy Manufacturing,secondary,,>=$5M,<2,,,,,,True
404,Rimouski,2018,331110,Iron & Steel Mills & Ferroalloy Manufacturing,secondary,28.475,>=$5M,4,6.2,25.0,1.858,3.95,1.415,False
405,Rivière-du-Loup,2018,331110,Iron & Steel Mills & Ferroalloy Manufacturing,secondary,,>=$5M,<2,,,,,,True
485,Rouyn-Noranda,2018,331110,Iron & Steel Mills & Ferroalloy Manufacturing,secondary,11.39,>=$5M,2,5.0,10.0,0.837,2.551,0.712,False
RURAL_AB,Rural Alberta,2018,331110,Iron & Steel Mills & Ferroalloy Manufacturing,secondary,167.433,>=$5M,8,18.4,147.0,0.587,0.471,0.623,False
RURAL_BC,Rural British Columbia,2018,331110,Iron & Steel Mills & Ferroalloy Manufacturing,secondary,15.946,>=$5M,2,7.0,14.0,0.1,0.157,0.084,False
RURAL_MB,Rural Manitoba,2018,331110,Iron & Steel Mills & Ferroalloy Manufacturing,secondary,149.209,>=$5M,4,32.8,131.0,1.255,0.562,1.116,False
RURAL_NB,Rural New Brunswick,2018,331110,Iron & Steel Mills & Ferroalloy Manufacturing,secondary,10.251,>=$5M,3,3.0,9.0,0.125,0.698,0.129,False
RURAL_NS,Rural Nova Scotia,2018,331110,Iron & Steel Mills & Ferroalloy Manufacturing,secondary,29.614,>=$5M,2,13.0,26.0,0.243,0.298,0.248,False
RURAL_ON,Rural Ontario,2018,331110,Iron & Steel Mills & Ferroalloy Manufacturing,secondary,251.703,>=$5M,18,12.9,232.0,0.612,0.659,0.611,False
RURAL_PE,Rural Prince Edward Island,2018,331110,Iron & Steel Mills & Ferroalloy Manufacturing,secondary,2.278,<$5M,2,1.0,2.0,0.091,1.544,0.09,False
RURAL_QC,Rural Quebec,2018,331110,Iron & Steel Mills & Ferroalloy Manufacturing,secondary,515.024,>=$5M,55,8.4,462.0,1.029,1.821,0.941,False
RURAL_SK,Rural Saskatchewan,2018,331110,Iron & Steel Mills & Ferroalloy Manufacturing,secondary,13.668,>=$5M,3,4.0,12.0,0.1,0.34,0.101,False
408,Saguenay,2018,331110,Iron & Steel Mills & Ferroalloy Manufacturing,secondary,232.957,>=$5M,11,19.4,213.0,3.56,3.701,3.813,False
428,Saint-Georges,2018,331110,Iron & Steel Mills & Ferroalloy Manufacturing,secondary,,>=$5M,<2,,,,,,True
452,Saint-Hyacinthe,2018,331110,Iron & Steel Mills & Ferroalloy Manufacturing,secondary,9.112,>=$5M,2,4.0,8.0,0.281,1.592,0.291,False
423,Sainte-Marie,2018,331110,Iron & Steel Mills & Ferroalloy Manufacturing,secondary,6.834,>=$5M,2,3.0,6.0,1.102,6.602,1.085,False
465,Salaberry-de-Valleyfield,2018,331110,Iron & Steel Mills & Ferroalloy Manufacturing,secondary,7.973,>=$5M,2,3.5,7.0,0.595,2.525,0.579,False
562,Sarnia,2018,331110,Iron & Steel Mills & Ferroalloy Manufacturing,secondary,54.672,>=$5M,3,16.0,48.0,1.852,1.746,1.849,False
725,Saskatoon,2018,331110,Iron & Steel Mills & Ferroalloy Manufacturing,secondary,,>=$5M,<2,,,,,,True
590,Sault Ste. Marie,2018,331110,Iron & Steel Mills & Ferroalloy Manufacturing,secondary,,<$5M,<2,,,,,,True
412,Sept-Îles,2018,331110,Iron & Steel Mills & Ferroalloy Manufacturing,secondary,19.363,>=$5M,2,8.5,17.0,2.507,4.165,2.214,False
444,Shawinigan,2018,331110,Iron & Steel Mills & Ferroalloy Manufacturing,secondary,91.12,>=$5M,7,11.4,80.0,5.309,6.709,4.467,False
433,Sherbrooke,2018,331110,Iron & Steel Mills & Ferroalloy Manufacturing,secondary,118.456,>=$5M,11,9.5,104.0,1.639,2.624,1.431,False
454,Sorel-Tracy,2018,331110,Iron & Steel Mills & Ferroalloy Manufacturing,secondary,509.133,>=$5M,6,74.5,447.0,38.695,6.958,35.967,False
539,St. Catharines - Niagara,2018,331110,Iron & Steel Mills & Ferroalloy Manufacturing,secondary,72.684,>=$5M,7,9.3,65.0,0.601,0.914,0.531,False
001,St. John's,2018,331110,Iron & Steel Mills & Ferroalloy Manufacturing,secondary,5.695,>=$5M,2,2.5,5.0,0.075,0.538,0.064,False
553,Stratford,2018,331110,Iron & Steel Mills & Ferroalloy Manufacturing,secondary,,>=$5M,<2,,,,,,True
826,Strathmore,2018,331110,Iron & Steel Mills & Ferroalloy Manufacturing,secondary,48.977,>=$5M,4,10.8,43.0,14.398,14.607,12.635,False
110,Summerside,2018,331110,Iron & Steel Mills & Ferroalloy Manufacturing,secondary,,>=$5M,<2,,,,,,True
430,Thetford Mines,2018,331110,Iron & Steel Mills & Ferroalloy Manufacturing,secondary,42.143,>=$5M,5,7.4,37.0,3.239,7.122,2.996,False
586,Timmins,2018,331110,Iron & Steel Mills & Ferroalloy Manufacturing,secondary,,<$5M,<2,,,,,,True
535,Toronto,2018,331110,Iron & Steel Mills & Ferroalloy Manufacturing,secondary,1844.255,>=$5M,86,19.6,1689.0,0.83,0.889,0.946,False
442,Trois-Rivières,2018,331110,Iron & Steel Mills & Ferroalloy Manufacturing,secondary,207.067,>=$5M,8,23.0,184.0,3.142,2.555,3.017,False
933,Vancouver,2018,331110,Iron & Steel Mills & Ferroalloy Manufacturing,secondary,265.387,>=$5M,20,11.6,233.0,0.301,0.398,0.285,False
935,Victoria,2018,331110,Iron & Steel Mills & Ferroalloy Manufacturing,secondary,58.671,>=$5M,4,15.2,61.0,0.494,0.506,0.399,False
440,Victoriaville,2018,331110,Iron & Steel Mills & Ferroalloy Manufacturing,secondary,,>=$5M,<2,,,,,,True
559,Windsor,2018,331110,Iron & Steel Mills & Ferroalloy Manufacturing,secondary,140.097,>=$5M,7,17.6,123.0,1.087,1.017,1.012,False
602,Winnipeg,2018,331110,Iron & Steel Mills & Ferroalloy Manufacturing,secondary,121.873,>=$5M,9,11.9,107.0,0.445,0.674,0.395,False
860,Wood Buffalo,2018,331110,Iron & Steel Mills & Ferroalloy Manufacturing,secondary,,>=$5M,<2,,,,,,True
544,Woodstock,2018,331110,Iron & Steel Mills & Ferroalloy Manufacturing,secondary,43.282,>=$5M,2,19.0,38.0,2.998,2.691,3.245,False
932,Abbotsford - Mission,2019,331110,Iron & Steel Mills & Ferroalloy Manufacturing,secondary,17.645,>=$5M,3,5.3,16.0,0.33,0.953,0.326,False
410,Alma,2019,331110,Iron & Steel Mills & Ferroalloy Manufacturing,secondary,,<$5M,<2,,,,,,True
406,Baie-Comeau,2019,331110,Iron & Steel Mills & Ferroalloy Manufacturing,secondary,12.529,>=$5M,2,5.5,11.0,0.465,4.348,0.797,False
568,Barrie,2019,331110,Iron & Steel Mills & Ferroalloy Manufacturing,secondary,,<$5M,<2,,,,,,True
522,Belleville - Quinte West,2019,331110,Iron & Steel Mills & Ferroalloy Manufacturing,secondary,,>=$5M,<2,,,,,,True
543,Brantford,2019,331110,Iron & Steel Mills & Ferroalloy Manufacturing,secondary,35.309,>=$5M,3,10.3,31.0,0.687,1.233,0.723,False
806,Brooks,2019,331110,Iron & Steel Mills & Ferroalloy Manufacturing,secondary,71.757,>=$5M,4,15.8,63.0,5.538,10.773,8.064,False
825,Calgary,2019,331110,Iron & Steel Mills & Ferroalloy Manufacturing,secondary,419.152,>=$5M,24,15.3,368.0,0.626,0.917,0.766,False
225,Cape Breton,2019,331110,Iron & Steel Mills & Ferroalloy Manufacturing,secondary,,<$5M,<2,,,,,,True
105,Charlottetown,2019,331110,Iron & Steel Mills & Ferroalloy Manufacturing,secondary,14.807,>=$5M,2,6.5,13.0,0.476,0.988,0.304,False
556,Chatham-Kent,2019,331110,Iron & Steel Mills & Ferroalloy Manufacturing,secondary,29.614,>=$5M,4,6.5,26.0,0.72,2.107,0.737,False
930,Chilliwack,2019,331110,Iron & Steel Mills & Ferroalloy Manufacturing,secondary,,<$5M,<2,,,,,,True
527,Cobourg,2019,331110,Iron & Steel Mills & Ferroalloy Manufacturing,secondary,50.388,>=$5M,3,16.7,50.0,4.301,6.203,3.934,False
447,Drummondville,2019,331110,Iron & Steel Mills & Ferroalloy Manufacturing,secondary,60.367,>=$5M,6,8.8,53.0,1.327,2.892,1.464,False
835,Edmonton,2019,331110,Iron & Steel Mills & Ferroalloy Manufacturing,secondary,444.21,>=$5M,15,26.0,390.0,0.874,0.627,0.891,False
335,Edmundston,2019,331110,Iron & Steel Mills & Ferroalloy Manufacturing,secondary,,>=$5M,<2,,,,,,True
320,Fredericton,2019,331110,Iron & Steel Mills & Ferroalloy Manufacturing,secondary,,>=$5M,<2,,,,,,True
450,Granby,2019,331110,Iron & Steel Mills & Ferroalloy Manufacturing,secondary,67.201,>=$5M,6,9.8,59.0,1.707,3.197,2.032,False
850,Grande Prairie,2019,331110,Iron & Steel Mills & Ferroalloy Manufacturing,secondary,159.46,>=$5M,3,46.7,140.0,4.023,1.612,4.303,False
580,Greater Sudbury / Grand Sudbury,2019,331110,Iron & Steel Mills & Ferroalloy Manufacturing,secondary,64.923,>=$5M,3,19.0,57.0,1.137,0.961,1.079,False
550,Guelph,2019,331110,Iron & Steel Mills & Ferroalloy Manufacturing,secondary,179.582,>=$5M,5,35.6,178.0,3.229,1.923,3.562,False
205,Halifax,2019,331110,Iron & Steel Mills & Ferroalloy Manufacturing,secondary,21.641,>=$5M,4,4.8,19.0,0.126,0.421,0.102,False
537,Hamilton,2019,331110,Iron & Steel Mills & Ferroalloy Manufacturing,secondary,892.014,>=$5M,20,39.7,794.0,3.903,1.614,3.667,False
533,Ingersoll,2019,331110,Iron & Steel Mills & Ferroalloy Manufacturing,secondary,,>=$5M,<2,,,,,,True
456,Joliette,2019,331110,Iron & Steel Mills & Ferroalloy Manufacturing,secondary,25.058,>=$5M,2,11.0,22.0,1.547,1.631,1.327,False
925,Kamloops,2019,331110,Iron & Steel Mills & Ferroalloy Manufacturing,secondary,,>=$5M,<2,,,,,,True
598,Kenora,2019,331110,Iron & Steel Mills & Ferroalloy Manufacturing,secondary,,<$5M,<2,,,,,,True
521,Kingston,2019,331110,Iron & Steel Mills & Ferroalloy Manufacturing,secondary,,<$5M,<2,,,,,,True
541,Kitchener - Cambridge - Waterloo,2019,331110,Iron & Steel Mills & Ferroalloy Manufacturing,secondary,465.094,>=$5M,5,91.8,459.0,1.97,0.539,2.583,False
468,Lachute,2019,331110,Iron & Steel Mills & Ferroalloy Manufacturing,secondary,,<$5M,<2,,,,,,True
840,Lloydminster (Alberta part / partie de l'Alberta),2019,331110,Iron & Steel Mills & Ferroalloy Manufacturing,secondary,105.927,>=$5M,6,15.5,93.0,7.812,9.829,9.036,False
840,Lloydminster (Alberta part / partie de l'Alberta),2019,331110,Iron & Steel Mills & Ferroalloy Manufacturing,secondary,105.927,>=$5M,6,15.5,93.0,13.875,20.356,14.955,False
555,London,2019,331110,Iron & Steel Mills & Ferroalloy Manufacturing,secondary,3.224,<$5M,2,1.5,3.0,0.018,0.228,0.016,False
403,Matane,2019,331110,Iron & Steel Mills & Ferroalloy Manufacturing,secondary,,>=$5M,<2,,,,,,True
805,Medicine Hat,2019,331110,Iron & Steel Mills & Ferroalloy Manufacturing,secondary,71.757,>=$5M,4,15.8,63.0,2.102,2.234,2.113,False
329,Miramichi,2019,331110,Iron & Steel Mills & Ferroalloy Manufacturing,secondary,,<$5M,<2,,,,,,True
462,Montréal,2019,331110,Iron & Steel Mills & Ferroalloy Manufacturing,secondary,2032.792,>=$5M,125,14.4,1802.0,1.293,1.68,1.344,False
938,Nanaimo,2019,331110,Iron & Steel Mills & Ferroalloy Manufacturing,secondary,,>=$5M,<2,,,,,,True
220,New Glasgow,2019,331110,Iron & Steel Mills & Ferroalloy Manufacturing,secondary,,>=$5M,<2,,,,,,True
547,Norfolk,2019,331110,Iron & Steel Mills & Ferroalloy Manufacturing,secondary,,>=$5M,<2,,,,,,True
735,North Battleford,2019,331110,Iron & Steel Mills & Ferroalloy Manufacturing,secondary,,<$5M,<2,,,,,,True
569,Orillia,2019,331110,Iron & Steel Mills & Ferroalloy Manufacturing,secondary,,>=$5M,<2,,,,,,True
532,Oshawa,2019,331110,Iron & Steel Mills & Ferroalloy Manufacturing,secondary,591.141,>=$5M,3,173.0,519.0,5.761,0.655,6.748,False
505,Ottawa - Gatineau (Ontario part / partie de l'Ontario),2019,331110,Iron & Steel Mills & Ferroalloy Manufacturing,secondary,139.597,>=$5M,15,8.6,129.0,0.46,0.862,0.384,False
505,Ottawa - Gatineau (Ontario part / partie de l'Ontario),2019,331110,Iron & Steel Mills & Ferroalloy Manufacturing,secondary,139.597,>=$5M,15,8.6,129.0,1.709,2.972,1.328,False
505,Ottawa - Gatineau (partie du Québec / Quebec part),2019,331110,Iron & Steel Mills & Ferroalloy Manufacturing,secondary,30.753,>=$5M,5,5.4,27.0,0.101,0.287,0.08,False
505,Ottawa - Gatineau (partie du Québec / Quebec part),2019,331110,Iron & Steel Mills & Ferroalloy Manufacturing,secondary,30.753,>=$5M,5,5.4,27.0,0.376,0.991,0.278,False
566,Owen Sound,2019,331110,Iron & Steel Mills & Ferroalloy Manufacturing,secondary,,>=$5M,<2,,,,,,True
515,Pembroke,2019,331110,Iron & Steel Mills & Ferroalloy Manufacturing,secondary,,>=$5M,<2,,,,,,True
940,Port Alberni,2019,331110,Iron & Steel Mills & Ferroalloy Manufacturing,secondary,,<$5M,<2,,,,,,True
745,Prince Albert,2019,331110,Iron & Steel Mills & Ferroalloy Manufacturing,secondary,,<$5M,<2,,,,,,True
421,Québec,2019,331110,Iron & Steel Mills & Ferroalloy Manufacturing,secondary,703.902,>=$5M,27,22.9,618.0,2.529,2.069,2.346,False
830,Red Deer,2019,331110,Iron & Steel Mills & Ferroalloy Manufacturing,secondary,60.367,>=$5M,4,13.2,53.0,1.412,1.711,1.364,False
705,Regina,2019,331110,Iron & Steel Mills & Ferroalloy Manufacturing,secondary,,>=$5M,<2,,,,,,True
404,Rimouski,2019,331110,Iron & Steel Mills & Ferroalloy Manufacturing,secondary,28.475,>=$5M,4,6.2,25.0,1.758,3.782,1.349,False
405,Rivière-du-Loup,2019,331110,Iron & Steel Mills & Ferroalloy Manufacturing,secondary,,>=$5M,<2,,,,,,True
485,Rouyn-Noranda,2019,331110,Iron & Steel Mills & Ferroalloy Manufacturing,secondary,11.39,>=$5M,2,5.0,10.0,0.729,2.505,0.649,False
RURAL_AB,Rural Alberta,2019,331110,Iron & Steel Mills & Ferroalloy Manufacturing,secondary,167.433,>=$5M,8,18.4,147.0,0.517,0.482,0.596,False
RURAL_BC,Rural British Columbia,2019,331110,Iron & Steel Mills & Ferroalloy Manufacturing,secondary,15.946,>=$5M,2,7.0,14.0,0.101,0.168,0.087,False
RURAL_MB,Rural Manitoba,2019,331110,Iron & Steel Mills & Ferroalloy Manufacturing,secondary,149.209,>=$5M,4,32.8,131.0,1.302,0.584,1.159,False
RURAL_NB,Rural New Brunswick,2019,331110,Iron & Steel Mills & Ferroalloy Manufacturing,secondary,10.251,>=$5M,3,3.0,9.0,0.105,0.705,0.123,False
RURAL_NS,Rural Nova Scotia,2019,331110,Iron & Steel Mills & Ferroalloy Manufacturing,secondary,29.614,>=$5M,2,13.0,26.0,0.23,0.299,0.245,False
RURAL_ON,Rural Ontario,2019,331110,Iron & Steel Mills & Ferroalloy Manufacturing,secondary,433.943,>=$5M,20,19.6,392.0,1.002,0.709,0.988,False
RURAL_PE,Rural Prince Edward Island,2019,331110,Iron & Steel Mills & Ferroalloy Manufacturing,secondary,2.278,<$5M,2,1.0,2.0,0.094,1.591,0.092,False
RURAL_QC,Rural Quebec,2019,331110,Iron & Steel Mills & Ferroalloy Manufacturing,secondary,509.329,>=$5M,54,8.5,457.0,0.988,1.728,0.903,False
RURAL_SK,Rural Saskatchewan,2019,331110,Iron & Steel Mills & Ferroalloy Manufacturing,secondary,13.668,>=$5M,3,4.0,12.0,0.094,0.344,0.099,False
408,Saguenay,2019,331110,Iron & Steel Mills & Ferroalloy Manufacturing,secondary,232.957,>=$5M,11,19.4,213.0,3.452,3.735,3.77,False
428,Saint-Georges,2019,331110,Iron & Steel Mills & Ferroalloy Manufacturing,secondary,,>=$5M,<2,,,,,,True
452,Saint-Hyacinthe,2019,331110,Iron & Steel Mills & Ferroalloy Manufacturing,secondary,9.112,>=$5M,2,4.0,8.0,0.293,1.528,0.279,False
423,Sainte-Marie,2019,331110,Iron & Steel Mills & Ferroalloy Manufacturing,secondary,6.834,>=$5M,2,3.0,6.0,1.023,6.343,1.019,False
465,Salaberry-de-Valleyfield,2019,331110,Iron & Steel Mills & Ferroalloy Manufacturing,secondary,7.973,>=$5M,2,3.5,7.0,0.578,2.518,0.546,False
562,Sarnia,2019,331110,Iron & Steel Mills & Ferroalloy Manufacturing,secondary,54.672,>=$5M,3,16.0,48.0,1.681,1.705,1.734,False
725,Saskatoon,2019,331110,Iron & Steel Mills & Ferroalloy Manufacturing,secondary,,>=$5M,<2,,,,,,True
590,Sault Ste. Marie,2019,331110,Iron & Steel Mills & Ferroalloy Manufacturing,secondary,,<$5M,<2,,,,,,True
412,Sept-Îles,2019,331110,Iron & Steel Mills & Ferroalloy Manufacturing,secondary,19.363,>=$5M,2,8.5,17.0,2.491,4.101,2.172,False
444,Shawinigan,2019,331110,Iron & Steel Mills & Ferroalloy Manufacturing,secondary,91.12,>=$5M,7,11.4,80.0,4.472,6.79,4.215,False
433,Sherbrooke,2019,331110,Iron & Steel Mills & Ferroalloy Manufacturing,secondary,118.456,>=$5M,11,9.5,104.0,1.595,2.504,1.367,False
454,Sorel-Tracy,2019,331110,Iron & Steel Mills & Ferroalloy Manufacturing,secondary,509.133,>=$5M,6,74.5,447.0,40.112,7.074,36.161,False
539,St. Catharines - Niagara,2019,331110,Iron & Steel Mills & Ferroalloy Manufacturing,secondary,72.684,>=$5M,7,9.3,65.0,0.506,0.897,0.5,False
001,St. John's,2019,331110,Iron & Steel Mills & Ferroalloy Manufacturing,secondary,5.695,>=$5M,2,2.5,5.0,0.075,0.536,0.062,False
553,Stratford,2019,331110,Iron & Steel Mills & Ferroalloy Manufacturing,secondary,,>=$5M,<2,,,,,,True
826,Strathmore,2019,331110,Iron & Steel Mills & Ferroalloy Manufacturing,secondary,48.977,>=$5M,4,10.8,43.0,12.889,14.17,11.425,False
110,Summerside,2019,331110,Iron & Steel Mills & Ferroalloy Manufacturing,secondary,,>=$5M,<2,,,,,,True
430,Thetford Mines,2019,331110,Iron & Steel Mills & Ferroalloy Manufacturing,secondary,42.143,>=$5M,5,7.4,37.0,3.181,7.077,2.938,False
586,Timmins,2019,331110,Iron & Steel Mills & Ferroalloy Manufacturing,secondary,,<$5M,<2,,,,,,True
535,Toronto,2019,331110,Iron & Steel Mills & Ferroalloy Manufacturing,secondary,1914.873,>=$5M,89,19.7,1751.0,0.815,0.847,0.899,False
